epoch,pr0,rc0,pr1,rc1,f1,pr0_graph,rc0_graph,pr1_graph,rc1_graph,f1_graph,success_rate,total_loss,loss_n,reg_loss
54,0.96319,0.89701,0.39310,0.66057,0.49289,0.30184,0.57343,0.92647,0.80207,0.85979,62.15686,0.03291,0.01664,0.01628
55,0.96341,0.89740,0.39468,0.66246,0.49465,0.30282,0.57465,0.92671,0.80256,0.86018,60.98039,0.03270,0.01662,0.01609
56,0.96362,0.89775,0.39617,0.66436,0.49635,0.30364,0.57600,0.92695,0.80287,0.86046,61.17647,0.03236,0.01646,0.01590
57,0.96383,0.89807,0.39756,0.66620,0.49796,0.30451,0.57730,0.92718,0.80323,0.86077,61.37255,0.03214,0.01642,0.01572
58,0.96402,0.89841,0.39897,0.66794,0.49956,0.30522,0.57856,0.92740,0.80346,0.86100,61.56863,0.03189,0.01634,0.01555
59,0.96421,0.89876,0.40040,0.66960,0.50114,0.30608,0.58009,0.92767,0.80374,0.86127,60.58824,0.03160,0.01623,0.01537
60,0.96439,0.89909,0.40175,0.67120,0.50264,0.30664,0.58110,0.92785,0.80391,0.86144,61.17647,0.03141,0.01620,0.01520
61,0.96458,0.89940,0.40308,0.67286,0.50415,0.30724,0.58178,0.92798,0.80423,0.86169,60.98039,0.03117,0.01613,0.01504
62,0.96476,0.89970,0.40438,0.67450,0.50563,0.30775,0.58243,0.92811,0.80448,0.86188,60.78431,0.03092,0.01605,0.01487
63,0.96493,0.90002,0.40566,0.67600,0.50705,0.30825,0.58321,0.92825,0.80468,0.86206,60.39216,0.03083,0.01612,0.01471
64,0.96510,0.90034,0.40695,0.67745,0.50846,0.30886,0.58426,0.92843,0.80489,0.86226,60.58824,0.03043,0.01588,0.01456
65,0.96527,0.90062,0.40815,0.67896,0.50983,0.30941,0.58513,0.92859,0.80509,0.86244,60.00000,0.03033,0.01593,0.01440
66,0.96543,0.90089,0.40934,0.68044,0.51118,0.31006,0.58612,0.92877,0.80535,0.86267,61.17647,0.02994,0.01569,0.01425
67,0.96559,0.90118,0.41054,0.68185,0.51250,0.31069,0.58722,0.92896,0.80556,0.86287,61.37255,0.02971,0.01561,0.01410
68,0.96575,0.90142,0.41163,0.68328,0.51376,0.31138,0.58828,0.92915,0.80583,0.86311,61.37255,0.02974,0.01578,0.01396
69,0.96593,0.90162,0.41269,0.68488,0.51504,0.31217,0.58918,0.92933,0.80625,0.86343,61.96078,0.02943,0.01561,0.01382
70,0.96608,0.90189,0.41381,0.68623,0.51629,0.31282,0.59019,0.92951,0.80651,0.86365,62.74510,0.02921,0.01553,0.01368
71,0.96622,0.90215,0.41493,0.68754,0.51753,0.31348,0.59144,0.92972,0.80669,0.86385,62.94118,0.02904,0.01550,0.01354
72,0.96639,0.90234,0.41592,0.68902,0.51872,0.31397,0.59200,0.92983,0.80695,0.86404,61.96078,0.02887,0.01546,0.01341
73,0.96654,0.90254,0.41690,0.69044,0.51988,0.31489,0.59292,0.93002,0.80746,0.86442,63.33333,0.02871,0.01543,0.01328
74,0.96670,0.90274,0.41788,0.69185,0.52104,0.31550,0.59358,0.93015,0.80780,0.86467,60.98039,0.02847,0.01532,0.01315
75,0.96683,0.90296,0.41885,0.69303,0.52214,0.31623,0.59458,0.93034,0.80812,0.86494,62.94118,0.02837,0.01535,0.01303
76,0.96697,0.90316,0.41977,0.69426,0.52320,0.31679,0.59520,0.93046,0.80842,0.86516,62.15686,0.02821,0.01531,0.01290
77,0.96711,0.90334,0.42068,0.69556,0.52428,0.31753,0.59592,0.93061,0.80884,0.86546,63.33333,0.02799,0.01521,0.01278
78,0.96726,0.90349,0.42155,0.69694,0.52534,0.31820,0.59638,0.93072,0.80928,0.86576,63.13725,0.02788,0.01522,0.01266
79,0.96741,0.90362,0.42235,0.69833,0.52636,0.31898,0.59694,0.93085,0.80978,0.86611,62.35294,0.02755,0.01501,0.01254
80,0.96755,0.90383,0.42329,0.69956,0.52744,0.31965,0.59785,0.93102,0.81008,0.86635,62.94118,0.02732,0.01489,0.01243
81,0.96768,0.90403,0.42421,0.70073,0.52849,0.32045,0.59884,0.93121,0.81046,0.86665,62.15686,0.02728,0.01497,0.01231
82,0.96781,0.90419,0.42505,0.70195,0.52949,0.32114,0.59959,0.93135,0.81083,0.86692,62.54902,0.02708,0.01487,0.01220
83,0.96795,0.90435,0.42589,0.70321,0.53049,0.32188,0.60043,0.93152,0.81120,0.86721,62.74510,0.02693,0.01484,0.01209
84,0.96808,0.90452,0.42672,0.70438,0.53147,0.32251,0.60114,0.93166,0.81152,0.86745,62.74510,0.02689,0.01491,0.01199
85,0.96820,0.90472,0.42762,0.70546,0.53247,0.32324,0.60227,0.93186,0.81180,0.86769,63.13725,0.02661,0.01473,0.01188
86,0.96832,0.90490,0.42846,0.70660,0.53345,0.32395,0.60294,0.93200,0.81220,0.86798,62.35294,0.02661,0.01484,0.01177
87,0.96845,0.90504,0.42920,0.70774,0.53435,0.32470,0.60381,0.93216,0.81257,0.86827,64.11765,0.02644,0.01478,0.01167
88,0.96857,0.90519,0.42998,0.70886,0.53527,0.32535,0.60424,0.93226,0.81299,0.86855,63.33333,0.02628,0.01471,0.01157
89,0.96869,0.90534,0.43076,0.70997,0.53619,0.32605,0.60486,0.93240,0.81339,0.86884,63.13725,0.02600,0.01453,0.01147
90,0.96881,0.90548,0.43148,0.71104,0.53706,0.32672,0.60548,0.93252,0.81377,0.86911,64.50980,0.02604,0.01467,0.01138
91,0.96893,0.90559,0.43216,0.71217,0.53791,0.32736,0.60587,0.93262,0.81419,0.86939,62.94118,0.02593,0.01465,0.01128
92,0.96906,0.90566,0.43274,0.71335,0.53870,0.32808,0.60626,0.93272,0.81468,0.86971,63.13725,0.02578,0.01459,0.01119
93,0.96917,0.90573,0.43330,0.71443,0.53943,0.32869,0.60643,0.93278,0.81514,0.87000,63.92157,0.02562,0.01453,0.01109
94,0.96929,0.90583,0.43390,0.71548,0.54020,0.32938,0.60680,0.93287,0.81560,0.87030,63.13725,0.02542,0.01441,0.01100
95,0.96940,0.90592,0.43450,0.71655,0.54097,0.32988,0.60667,0.93289,0.81606,0.87057,62.54902,0.02552,0.01460,0.01091
96,0.96953,0.90596,0.43501,0.71772,0.54170,0.33074,0.60703,0.93299,0.81666,0.87096,64.90196,0.02517,0.01434,0.01083
97,0.96963,0.90607,0.43562,0.71869,0.54245,0.33137,0.60758,0.93310,0.81701,0.87121,65.29412,0.02501,0.01427,0.01074
98,0.96974,0.90615,0.43617,0.71967,0.54315,0.33194,0.60821,0.93323,0.81730,0.87142,63.33333,0.02503,0.01437,0.01066
99,0.96985,0.90620,0.43666,0.72074,0.54383,0.33264,0.60854,0.93332,0.81777,0.87173,63.72549,0.02486,0.01429,0.01057
100,0.96996,0.90628,0.43720,0.72176,0.54455,0.33332,0.60896,0.93342,0.81820,0.87202,64.50980,0.02458,0.01409,0.01049
101,0.97007,0.90633,0.43768,0.72274,0.54520,0.33388,0.60910,0.93347,0.81862,0.87228,62.74510,0.02466,0.01425,0.01041
102,0.97018,0.90639,0.43817,0.72380,0.54588,0.33454,0.60942,0.93355,0.81907,0.87257,63.92157,0.02443,0.01411,0.01033
103,0.97029,0.90644,0.43866,0.72483,0.54655,0.33520,0.60982,0.93365,0.81948,0.87285,63.72549,0.02430,0.01405,0.01024
104,0.97038,0.90653,0.43920,0.72570,0.54722,0.33576,0.61039,0.93376,0.81976,0.87306,65.68627,0.02425,0.01408,0.01017
105,0.97049,0.90658,0.43968,0.72673,0.54789,0.33637,0.61033,0.93379,0.82027,0.87336,63.33333,0.02420,0.01411,0.01009
106,0.97061,0.90661,0.44011,0.72779,0.54852,0.33713,0.61071,0.93389,0.82077,0.87368,65.29412,0.02400,0.01399,0.01002
107,0.97071,0.90663,0.44050,0.72881,0.54911,0.33773,0.61108,0.93397,0.82114,0.87393,64.90196,0.02397,0.01402,0.00994
108,0.97081,0.90670,0.44101,0.72976,0.54978,0.33840,0.61136,0.93405,0.82159,0.87422,64.70588,0.02407,0.01420,0.00987
109,0.97090,0.90681,0.44156,0.73058,0.55044,0.33898,0.61172,0.93413,0.82195,0.87446,64.31373,0.02391,0.01411,0.00980
110,0.97102,0.90676,0.44180,0.73169,0.55094,0.33973,0.61174,0.93418,0.82254,0.87481,66.07843,0.02374,0.01401,0.00973
111,0.97114,0.90674,0.44212,0.73281,0.55151,0.34049,0.61124,0.93416,0.82328,0.87522,64.70588,0.02369,0.01403,0.00965
112,0.97123,0.90680,0.44257,0.73364,0.55209,0.34098,0.61160,0.93423,0.82356,0.87541,65.49020,0.02364,0.01405,0.00959
113,0.97134,0.90677,0.44286,0.73476,0.55263,0.34170,0.61144,0.93426,0.82417,0.87577,64.70588,0.02343,0.01391,0.00952
114,0.97145,0.90682,0.44334,0.73575,0.55328,0.34232,0.61129,0.93427,0.82470,0.87607,65.68627,0.02341,0.01396,0.00945
115,0.97155,0.90686,0.44373,0.73666,0.55385,0.34293,0.61147,0.93433,0.82512,0.87634,66.07843,0.02322,0.01383,0.00939
116,0.97165,0.90685,0.44406,0.73770,0.55439,0.34372,0.61133,0.93436,0.82577,0.87672,64.70588,0.02319,0.01386,0.00933
117,0.97176,0.90689,0.44449,0.73866,0.55500,0.34445,0.61158,0.93443,0.82626,0.87702,64.70588,0.02311,0.01384,0.00926
118,0.97186,0.90692,0.44487,0.73960,0.55557,0.34499,0.61152,0.93445,0.82669,0.87728,65.09804,0.02295,0.01375,0.00921
119,0.97196,0.90694,0.44524,0.74056,0.55613,0.34563,0.61130,0.93446,0.82725,0.87759,63.92157,0.02280,0.01366,0.00914
120,0.97204,0.90703,0.44574,0.74132,0.55673,0.34624,0.61147,0.93452,0.82766,0.87785,63.72549,0.02296,0.01387,0.00909
121,0.97215,0.90700,0.44600,0.74234,0.55722,0.34701,0.61140,0.93455,0.82827,0.87821,63.92157,0.02270,0.01367,0.00903
122,0.97224,0.90705,0.44642,0.74321,0.55780,0.34776,0.61157,0.93462,0.82879,0.87853,63.52941,0.02270,0.01373,0.00897
123,0.97233,0.90708,0.44677,0.74405,0.55830,0.34827,0.61151,0.93464,0.82919,0.87876,64.90196,0.02253,0.01362,0.00891
124,0.97241,0.90716,0.44723,0.74482,0.55888,0.34885,0.61167,0.93469,0.82958,0.87900,64.70588,0.02248,0.01363,0.00886
125,0.97251,0.90715,0.44752,0.74577,0.55937,0.34948,0.61116,0.93466,0.83019,0.87933,64.50980,0.02229,0.01349,0.00880
126,0.97258,0.90727,0.44804,0.74641,0.55996,0.34994,0.61125,0.93469,0.83051,0.87953,63.92157,0.02240,0.01366,0.00874
127,0.97268,0.90729,0.44838,0.74727,0.56046,0.35058,0.61112,0.93471,0.83102,0.87982,64.11765,0.02223,0.01355,0.00869
128,0.97276,0.90736,0.44882,0.74804,0.56103,0.35116,0.61114,0.93474,0.83145,0.88008,65.09804,0.02217,0.01354,0.00863
129,0.97284,0.90738,0.44914,0.74883,0.56150,0.35172,0.61115,0.93478,0.83186,0.88032,65.09804,0.02222,0.01364,0.00858
130,0.97294,0.90732,0.44930,0.74979,0.56189,0.35244,0.61102,0.93480,0.83242,0.88065,64.90196,0.02191,0.01339,0.00853
131,0.97304,0.90731,0.44957,0.75070,0.56236,0.35304,0.61039,0.93474,0.83303,0.88096,64.90196,0.02179,0.01331,0.00848
132,0.97311,0.90741,0.45003,0.75133,0.56290,0.35363,0.61070,0.93482,0.83338,0.88119,64.50980,0.02183,0.01340,0.00843
133,0.97320,0.90740,0.45029,0.75217,0.56333,0.35430,0.61051,0.93483,0.83392,0.88149,66.27451,0.02186,0.01348,0.00838
134,0.97328,0.90743,0.45061,0.75295,0.56381,0.35501,0.61025,0.93483,0.83451,0.88182,66.66667,0.02182,0.01349,0.00833
135,0.97336,0.90747,0.45096,0.75370,0.56430,0.35568,0.61006,0.93484,0.83504,0.88213,64.90196,0.02174,0.01346,0.00828
136,0.97344,0.90750,0.45131,0.75446,0.56478,0.35640,0.61008,0.93488,0.83555,0.88243,66.66667,0.02151,0.01328,0.00823
137,0.97354,0.90742,0.45138,0.75541,0.56510,0.35730,0.60990,0.93490,0.83624,0.88282,66.07843,0.02152,0.01333,0.00819
138,0.97362,0.90745,0.45171,0.75617,0.56557,0.35798,0.60972,0.93491,0.83677,0.88312,64.90196,0.02146,0.01332,0.00814
139,0.97370,0.90743,0.45192,0.75696,0.56595,0.35869,0.60961,0.93493,0.83730,0.88343,64.50980,0.02150,0.01340,0.00810
140,0.97380,0.90733,0.45195,0.75787,0.56623,0.35944,0.60930,0.93493,0.83792,0.88377,65.68627,0.02128,0.01322,0.00806
141,0.97388,0.90729,0.45213,0.75871,0.56661,0.36031,0.60926,0.93497,0.83854,0.88413,67.64706,0.02115,0.01313,0.00801
142,0.97396,0.90731,0.45243,0.75945,0.56705,0.36093,0.60902,0.93497,0.83904,0.88441,66.27451,0.02114,0.01317,0.00797
143,0.97405,0.90723,0.45248,0.76032,0.56733,0.36167,0.60853,0.93494,0.83968,0.88475,66.47059,0.02105,0.01312,0.00793
144,0.97413,0.90723,0.45272,0.76110,0.56774,0.36233,0.60823,0.93493,0.84021,0.88504,66.07843,0.02085,0.01296,0.00789
145,0.97422,0.90720,0.45290,0.76189,0.56810,0.36299,0.60801,0.93493,0.84073,0.88533,66.27451,0.02085,0.01300,0.00785
146,0.97427,0.90729,0.45332,0.76241,0.56858,0.36356,0.60804,0.93496,0.84111,0.88556,65.88235,0.02079,0.01298,0.00781
147,0.97436,0.90721,0.45337,0.76322,0.56884,0.36431,0.60782,0.93497,0.84168,0.88588,65.49020,0.02087,0.01310,0.00777
148,0.97441,0.90731,0.45378,0.76368,0.56929,0.36481,0.60773,0.93498,0.84205,0.88609,65.68627,0.02085,0.01311,0.00773
149,0.97450,0.90723,0.45383,0.76453,0.56957,0.36546,0.60726,0.93495,0.84261,0.88638,65.49020,0.02100,0.01330,0.00770
150,0.97456,0.90728,0.45417,0.76512,0.56999,0.36612,0.60712,0.93496,0.84310,0.88666,66.07843,0.02083,0.01317,0.00766
151,0.97464,0.90721,0.45423,0.76590,0.57026,0.36689,0.60716,0.93501,0.84360,0.88696,66.66667,0.02071,0.01309,0.00763
152,0.97472,0.90718,0.45440,0.76668,0.57061,0.36756,0.60676,0.93499,0.84416,0.88725,66.27451,0.02041,0.01282,0.00759
153,0.97478,0.90727,0.45481,0.76723,0.57109,0.36828,0.60711,0.93507,0.84455,0.88751,66.07843,0.02040,0.01285,0.00755
154,0.97486,0.90721,0.45490,0.76798,0.57137,0.36892,0.60666,0.93504,0.84509,0.88779,66.66667,0.02035,0.01282,0.00752
155,0.97494,0.90718,0.45504,0.76870,0.57167,0.36960,0.60634,0.93503,0.84562,0.88808,67.05882,0.02040,0.01291,0.00749
156,0.97499,0.90726,0.45541,0.76918,0.57210,0.37023,0.60663,0.93509,0.84597,0.88830,68.23529,0.02026,0.01281,0.00745
157,0.97505,0.90727,0.45564,0.76975,0.57243,0.37080,0.60661,0.93512,0.84635,0.88852,66.27451,0.02027,0.01285,0.00742
158,0.97513,0.90719,0.45566,0.77055,0.57268,0.37146,0.60635,0.93511,0.84685,0.88879,68.62745,0.02016,0.01277,0.00739
159,0.97520,0.90720,0.45590,0.77119,0.57304,0.37207,0.60598,0.93509,0.84734,0.88906,67.84314,0.02004,0.01269,0.00735
160,0.97525,0.90730,0.45630,0.77162,0.57348,0.37261,0.60614,0.93514,0.84765,0.88925,66.47059,0.02012,0.01280,0.00732
161,0.97532,0.90725,0.45639,0.77230,0.57373,0.37316,0.60584,0.93512,0.84809,0.88948,67.64706,0.01993,0.01264,0.00729
162,0.97539,0.90723,0.45656,0.77299,0.57406,0.37376,0.60559,0.93512,0.84854,0.88973,66.27451,0.01994,0.01268,0.00726
163,0.97545,0.90729,0.45689,0.77354,0.57447,0.37429,0.60552,0.93513,0.84889,0.88993,67.45098,0.01999,0.01276,0.00723
164,0.97552,0.90724,0.45698,0.77422,0.57473,0.37482,0.60511,0.93510,0.84934,0.89016,67.25490,0.01976,0.01257,0.00720
165,0.97559,0.90724,0.45717,0.77486,0.57506,0.37539,0.60488,0.93510,0.84977,0.89039,67.84314,0.01962,0.01245,0.00717
166,0.97565,0.90730,0.45752,0.77539,0.57548,0.37589,0.60481,0.93511,0.85010,0.89058,68.43137,0.01971,0.01257,0.00714
167,0.97570,0.90735,0.45781,0.77591,0.57585,0.37641,0.60469,0.93512,0.85046,0.89078,67.64706,0.01976,0.01265,0.00711
168,0.97578,0.90729,0.45787,0.77660,0.57609,0.37691,0.60413,0.93506,0.85092,0.89101,67.05882,0.01963,0.01255,0.00708
169,0.97584,0.90725,0.45796,0.77724,0.57634,0.37746,0.60374,0.93503,0.85137,0.89124,67.64706,0.01963,0.01257,0.00706
170,0.97591,0.90721,0.45806,0.77789,0.57659,0.37817,0.60352,0.93504,0.85186,0.89152,69.21569,0.01957,0.01254,0.00703
171,0.97596,0.90725,0.45832,0.77835,0.57693,0.37874,0.60330,0.93503,0.85228,0.89174,65.68627,0.01966,0.01266,0.00700
172,0.97602,0.90722,0.45843,0.77895,0.57718,0.37931,0.60308,0.93503,0.85268,0.89196,68.03922,0.01962,0.01264,0.00698
173,0.97610,0.90708,0.45828,0.77972,0.57727,0.37989,0.60249,0.93497,0.85319,0.89221,67.84314,0.01914,0.01219,0.00695
174,0.97616,0.90712,0.45857,0.78026,0.57765,0.38037,0.60228,0.93497,0.85354,0.89240,69.41176,0.01911,0.01218,0.00693
175,0.97622,0.90718,0.45889,0.78079,0.57805,0.38099,0.60223,0.93499,0.85394,0.89263,70.19608,0.01909,0.01218,0.00691
176,0.97628,0.90719,0.45911,0.78137,0.57838,0.38157,0.60203,0.93499,0.85435,0.89285,69.80392,0.01896,0.01207,0.00689
177,0.97634,0.90718,0.45927,0.78194,0.57867,0.38217,0.60188,0.93499,0.85475,0.89307,70.19608,0.01905,0.01218,0.00686
178,0.97641,0.90705,0.45915,0.78264,0.57876,0.38279,0.60147,0.93496,0.85523,0.89332,69.80392,0.01917,0.01233,0.00684
179,0.97647,0.90705,0.45930,0.78317,0.57902,0.38345,0.60148,0.93499,0.85563,0.89355,70.98039,0.01901,0.01220,0.00682
180,0.97653,0.90699,0.45934,0.78379,0.57923,0.38392,0.60076,0.93492,0.85609,0.89377,67.84314,0.01899,0.01219,0.00679
181,0.97658,0.90703,0.45961,0.78428,0.57957,0.38444,0.60062,0.93492,0.85644,0.89396,68.23529,0.01902,0.01225,0.00677
182,0.97664,0.90701,0.45972,0.78484,0.57981,0.38501,0.60023,0.93489,0.85688,0.89419,69.41176,0.01928,0.01253,0.00675
183,0.97667,0.90712,0.46010,0.78511,0.58019,0.38531,0.60004,0.93488,0.85711,0.89430,67.45098,0.01951,0.01279,0.00672
184,0.97674,0.90701,0.45999,0.78573,0.58027,0.38584,0.59970,0.93486,0.85751,0.89451,67.05882,0.01929,0.01258,0.00670
185,0.97679,0.90700,0.46012,0.78624,0.58052,0.38640,0.59957,0.93486,0.85787,0.89471,69.41176,0.01921,0.01252,0.00668
186,0.97684,0.90701,0.46033,0.78674,0.58082,0.38701,0.59960,0.93489,0.85823,0.89492,68.23529,0.01898,0.01231,0.00667
187,0.97690,0.90704,0.46054,0.78722,0.58112,0.38752,0.59942,0.93489,0.85858,0.89511,69.41176,0.01886,0.01222,0.00664
188,0.97695,0.90700,0.46061,0.78774,0.58132,0.38795,0.59914,0.93487,0.85890,0.89528,67.84314,0.01899,0.01236,0.00663
189,0.97700,0.90701,0.46078,0.78822,0.58158,0.38845,0.59892,0.93486,0.85925,0.89546,69.41176,0.01866,0.01205,0.00660
190,0.97703,0.90713,0.46118,0.78848,0.58196,0.38877,0.59899,0.93488,0.85942,0.89556,70.00000,0.01885,0.01227,0.00659
191,0.97708,0.90713,0.46132,0.78895,0.58221,0.38915,0.59852,0.93484,0.85976,0.89573,67.64706,0.01866,0.01209,0.00656
