epoch,pr0,rc0,pr1,rc1,f1,pr0_graph,rc0_graph,pr1_graph,rc1_graph,f1_graph,success_rate,total_loss,loss_n,reg_loss
82,0.96028,0.93440,0.48691,0.61693,0.54426,0.24620,0.68582,0.93607,0.68660,0.79216,59.21569,0.02629,0.01718,0.00911
83,0.96046,0.93445,0.48783,0.61876,0.54555,0.24713,0.68529,0.93613,0.68841,0.79338,59.21569,0.02633,0.01731,0.00902
84,0.96064,0.93451,0.48875,0.62054,0.54682,0.24789,0.68421,0.93607,0.69016,0.79452,58.23529,0.02621,0.01729,0.00893
85,0.96082,0.93454,0.48960,0.62233,0.54804,0.24884,0.68393,0.93617,0.69185,0.79568,60.19608,0.02602,0.01718,0.00884
86,0.96101,0.93453,0.49032,0.62425,0.54924,0.24959,0.68257,0.93607,0.69370,0.79687,57.84314,0.02583,0.01708,0.00875
87,0.96120,0.93451,0.49100,0.62616,0.55040,0.25067,0.68221,0.93617,0.69562,0.79817,59.41176,0.02560,0.01694,0.00866
88,0.96142,0.93443,0.49157,0.62831,0.55159,0.25146,0.68047,0.93602,0.69766,0.79945,59.41176,0.02565,0.01707,0.00858
89,0.96160,0.93446,0.49238,0.63011,0.55279,0.25238,0.67993,0.93606,0.69938,0.80060,60.39216,0.02529,0.01679,0.00850
90,0.96176,0.93450,0.49316,0.63176,0.55393,0.25322,0.67951,0.93611,0.70090,0.80161,59.01961,0.02510,0.01669,0.00842
91,0.96196,0.93443,0.49372,0.63378,0.55505,0.25413,0.67858,0.93609,0.70273,0.80280,60.00000,0.02484,0.01650,0.00834
92,0.96213,0.93447,0.49449,0.63543,0.55617,0.25509,0.67818,0.93616,0.70441,0.80391,60.00000,0.02497,0.01670,0.00827
93,0.96232,0.93439,0.49496,0.63733,0.55719,0.25596,0.67708,0.93611,0.70624,0.80509,59.01961,0.02465,0.01646,0.00819
94,0.96249,0.93438,0.49557,0.63906,0.55824,0.25685,0.67641,0.93613,0.70790,0.80617,60.39216,0.02468,0.01656,0.00812
95,0.96268,0.93433,0.49613,0.64092,0.55931,0.25777,0.67565,0.93614,0.70963,0.80730,59.80392,0.02444,0.01639,0.00805
96,0.96284,0.93432,0.49672,0.64260,0.56032,0.25879,0.67549,0.93624,0.71124,0.80837,60.00000,0.02441,0.01644,0.00798
97,0.96302,0.93425,0.49714,0.64439,0.56127,0.25966,0.67466,0.93623,0.71289,0.80944,60.78431,0.02432,0.01641,0.00791
98,0.96320,0.93419,0.49763,0.64619,0.56226,0.26050,0.67365,0.93618,0.71456,0.81050,61.17647,0.02411,0.01627,0.00784
99,0.96338,0.93409,0.49795,0.64804,0.56317,0.26143,0.67267,0.93615,0.71635,0.81164,60.58824,0.02403,0.01625,0.00777
100,0.96356,0.93398,0.49822,0.64982,0.56401,0.26240,0.67198,0.93617,0.71807,0.81274,60.58824,0.02388,0.01617,0.00771
101,0.96374,0.93390,0.49859,0.65163,0.56493,0.26329,0.67112,0.93615,0.71970,0.81378,60.98039,0.02384,0.01620,0.00765
102,0.96389,0.93385,0.49902,0.65319,0.56579,0.26425,0.67074,0.93621,0.72126,0.81479,61.17647,0.02385,0.01627,0.00758
103,0.96409,0.93356,0.49870,0.65526,0.56636,0.26511,0.66928,0.93609,0.72309,0.81592,62.35294,0.02359,0.01607,0.00752
104,0.96427,0.93338,0.49876,0.65714,0.56710,0.26601,0.66838,0.93607,0.72473,0.81695,60.78431,0.02332,0.01586,0.00746
105,0.96444,0.93326,0.49895,0.65887,0.56786,0.26692,0.66768,0.93607,0.72629,0.81794,61.96078,0.02331,0.01591,0.00740
106,0.96461,0.93314,0.49915,0.66063,0.56865,0.26776,0.66673,0.93603,0.72786,0.81892,59.60784,0.02315,0.01581,0.00734
107,0.96478,0.93296,0.49915,0.66237,0.56929,0.26869,0.66597,0.93602,0.72945,0.81993,62.54902,0.02310,0.01581,0.00729
108,0.96495,0.93276,0.49907,0.66415,0.56989,0.26946,0.66470,0.93592,0.73101,0.82087,61.17647,0.02303,0.01580,0.00723
109,0.96510,0.93271,0.49942,0.66562,0.57066,0.27042,0.66440,0.93599,0.73244,0.82180,60.19608,0.02301,0.01583,0.00718
110,0.96527,0.93249,0.49926,0.66736,0.57120,0.27130,0.66343,0.93594,0.73403,0.82278,61.17647,0.02276,0.01564,0.00712
111,0.96543,0.93236,0.49939,0.66899,0.57188,0.27215,0.66272,0.93593,0.73544,0.82366,63.13725,0.02271,0.01563,0.00707
112,0.96559,0.93218,0.49933,0.67065,0.57245,0.27294,0.66170,0.93587,0.73690,0.82455,63.52941,0.02267,0.01565,0.00702
113,0.96574,0.93210,0.49959,0.67215,0.57317,0.27384,0.66127,0.93590,0.73826,0.82542,62.35294,0.02259,0.01562,0.00697
114,0.96589,0.93193,0.49957,0.67374,0.57373,0.27456,0.66019,0.93582,0.73964,0.82624,62.15686,0.02229,0.01538,0.00692
115,0.96605,0.93178,0.49957,0.67529,0.57429,0.27540,0.65954,0.93582,0.74099,0.82708,63.33333,0.02224,0.01537,0.00687
116,0.96620,0.93159,0.49948,0.67683,0.57479,0.27615,0.65850,0.93575,0.74236,0.82791,61.76471,0.02232,0.01550,0.00682
117,0.96636,0.93137,0.49928,0.67850,0.57526,0.27703,0.65755,0.93570,0.74386,0.82882,61.17647,0.02218,0.01541,0.00677
118,0.96650,0.93116,0.49908,0.68001,0.57566,0.27797,0.65694,0.93571,0.74529,0.82972,63.72549,0.02222,0.01550,0.00672
119,0.96666,0.93094,0.49885,0.68163,0.57609,0.27889,0.65625,0.93570,0.74672,0.83060,61.96078,0.02197,0.01529,0.00668
120,0.96681,0.93077,0.49879,0.68316,0.57659,0.27981,0.65566,0.93571,0.74810,0.83146,61.96078,0.02202,0.01538,0.00663
121,0.96695,0.93059,0.49869,0.68465,0.57706,0.28064,0.65493,0.93569,0.74942,0.83226,62.74510,0.02184,0.01525,0.00659
122,0.96710,0.93037,0.49848,0.68619,0.57747,0.28152,0.65420,0.93567,0.75079,0.83310,62.74510,0.02166,0.01511,0.00655
123,0.96725,0.93014,0.49818,0.68772,0.57780,0.28237,0.65334,0.93563,0.75215,0.83392,62.35294,0.02172,0.01521,0.00651
124,0.96739,0.92998,0.49813,0.68913,0.57827,0.28326,0.65286,0.93565,0.75342,0.83470,62.74510,0.02162,0.01516,0.00646
125,0.96754,0.92971,0.49773,0.69067,0.57854,0.28395,0.65142,0.93551,0.75480,0.83549,61.96078,0.02150,0.01508,0.00642
126,0.96766,0.92952,0.49753,0.69200,0.57887,0.28477,0.65082,0.93550,0.75601,0.83623,60.58824,0.02177,0.01539,0.00638
127,0.96780,0.92928,0.49720,0.69346,0.57915,0.28556,0.64986,0.93544,0.75731,0.83700,62.94118,0.02147,0.01512,0.00635
128,0.96794,0.92908,0.49699,0.69482,0.57949,0.28634,0.64921,0.93542,0.75848,0.83771,61.76471,0.02127,0.01495,0.00631
129,0.96807,0.92888,0.49677,0.69620,0.57982,0.28710,0.64835,0.93537,0.75969,0.83843,62.74510,0.02117,0.01489,0.00628
130,0.96821,0.92868,0.49657,0.69759,0.58016,0.28788,0.64757,0.93533,0.76090,0.83915,62.35294,0.02107,0.01483,0.00624
131,0.96833,0.92854,0.49654,0.69887,0.58058,0.28860,0.64674,0.93528,0.76204,0.83982,62.35294,0.02107,0.01486,0.00620
132,0.96846,0.92832,0.49624,0.70022,0.58085,0.28932,0.64563,0.93519,0.76327,0.84053,62.35294,0.02106,0.01490,0.00616
133,0.96858,0.92815,0.49611,0.70147,0.58118,0.29011,0.64504,0.93518,0.76440,0.84121,63.52941,0.02106,0.01493,0.00613
134,0.96871,0.92788,0.49564,0.70283,0.58133,0.29085,0.64403,0.93510,0.76560,0.84191,63.13725,0.02091,0.01482,0.00609
135,0.96885,0.92757,0.49505,0.70422,0.58140,0.29160,0.64297,0.93502,0.76684,0.84262,62.74510,0.02074,0.01468,0.00606
136,0.96897,0.92734,0.49474,0.70554,0.58163,0.29227,0.64192,0.93493,0.76797,0.84327,62.35294,0.02078,0.01475,0.00603
137,0.96911,0.92704,0.49419,0.70693,0.58172,0.29301,0.64089,0.93485,0.76918,0.84396,63.33333,0.02057,0.01457,0.00599
138,0.96923,0.92676,0.49371,0.70824,0.58183,0.29374,0.63987,0.93477,0.77036,0.84464,62.15686,0.02074,0.01477,0.00596
139,0.96935,0.92648,0.49317,0.70949,0.58188,0.29445,0.63880,0.93468,0.77152,0.84530,63.33333,0.02075,0.01481,0.00593
140,0.96946,0.92636,0.49317,0.71059,0.58225,0.29513,0.63808,0.93464,0.77252,0.84588,62.74510,0.02062,0.01473,0.00590
141,0.96958,0.92612,0.49279,0.71185,0.58241,0.29578,0.63704,0.93455,0.77360,0.84649,63.33333,0.02059,0.01473,0.00586
142,0.96969,0.92586,0.49233,0.71304,0.58248,0.29654,0.63641,0.93453,0.77464,0.84711,64.31373,0.02053,0.01469,0.00584
143,0.96981,0.92563,0.49198,0.71419,0.58261,0.29717,0.63540,0.93444,0.77568,0.84769,62.35294,0.02078,0.01497,0.00581
144,0.96992,0.92540,0.49160,0.71541,0.58275,0.29788,0.63446,0.93437,0.77678,0.84831,62.54902,0.02059,0.01481,0.00578
145,0.97002,0.92526,0.49149,0.71640,0.58300,0.29859,0.63412,0.93438,0.77765,0.84884,64.50980,0.02065,0.01490,0.00575
146,0.97013,0.92500,0.49105,0.71759,0.58309,0.29932,0.63327,0.93432,0.77872,0.84945,63.13725,0.02035,0.01464,0.00572
147,0.97024,0.92482,0.49081,0.71870,0.58329,0.29996,0.63237,0.93425,0.77971,0.85001,64.11765,0.02021,0.01452,0.00569
148,0.97035,0.92464,0.49060,0.71979,0.58350,0.30069,0.63186,0.93424,0.78065,0.85057,63.92157,0.02034,0.01468,0.00566
149,0.97046,0.92446,0.49036,0.72088,0.58369,0.30145,0.63129,0.93422,0.78163,0.85114,64.90196,0.02006,0.01441,0.00564
150,0.97056,0.92425,0.49006,0.72198,0.58383,0.30217,0.63054,0.93417,0.78264,0.85172,63.52941,0.02012,0.01450,0.00562
151,0.97068,0.92392,0.48939,0.72318,0.58375,0.30286,0.62962,0.93410,0.78366,0.85229,63.33333,0.01993,0.01434,0.00559
152,0.97078,0.92375,0.48918,0.72421,0.58393,0.30355,0.62896,0.93406,0.78459,0.85283,63.33333,0.01993,0.01437,0.00557
153,0.97089,0.92347,0.48865,0.72536,0.58393,0.30430,0.62818,0.93401,0.78562,0.85341,64.90196,0.01986,0.01432,0.00554
154,0.97099,0.92325,0.48830,0.72642,0.58402,0.30499,0.62747,0.93397,0.78656,0.85395,64.70588,0.01986,0.01434,0.00552
155,0.97110,0.92287,0.48750,0.72760,0.58383,0.30561,0.62629,0.93385,0.78759,0.85451,63.33333,0.01985,0.01436,0.00549
156,0.97120,0.92265,0.48713,0.72861,0.58389,0.30634,0.62572,0.93383,0.78850,0.85504,63.52941,0.01978,0.01431,0.00547
157,0.97129,0.92249,0.48694,0.72957,0.58406,0.30704,0.62528,0.93383,0.78934,0.85553,64.50980,0.01981,0.01437,0.00545
158,0.97139,0.92223,0.48647,0.73065,0.58407,0.30767,0.62432,0.93374,0.79029,0.85605,64.11765,0.01954,0.01412,0.00542
159,0.97149,0.92200,0.48608,0.73165,0.58410,0.30833,0.62360,0.93369,0.79118,0.85655,63.33333,0.01969,0.01429,0.00540
160,0.97159,0.92169,0.48543,0.73270,0.58397,0.30892,0.62247,0.93358,0.79214,0.85706,63.52941,0.01971,0.01433,0.00538
161,0.97169,0.92152,0.48520,0.73367,0.58411,0.30956,0.62177,0.93353,0.79299,0.85754,64.90196,0.01943,0.01408,0.00536
162,0.97179,0.92126,0.48475,0.73471,0.58412,0.31016,0.62079,0.93344,0.79390,0.85803,62.54902,0.01979,0.01445,0.00533
163,0.97188,0.92097,0.48416,0.73570,0.58400,0.31086,0.62011,0.93340,0.79479,0.85854,64.90196,0.01976,0.01445,0.00531
164,0.97197,0.92087,0.48413,0.73656,0.58424,0.31152,0.61973,0.93340,0.79555,0.85898,63.72549,0.01947,0.01418,0.00529
165,0.97206,0.92067,0.48384,0.73753,0.58434,0.31206,0.61872,0.93330,0.79640,0.85943,64.31373,0.01941,0.01414,0.00527
166,0.97214,0.92060,0.48387,0.73829,0.58460,0.31273,0.61846,0.93331,0.79711,0.85985,65.09804,0.01930,0.01405,0.00525
167,0.97223,0.92033,0.48335,0.73928,0.58453,0.31349,0.61803,0.93331,0.79797,0.86035,65.29412,0.01926,0.01402,0.00524
168,0.97232,0.92019,0.48320,0.74016,0.58470,0.31415,0.61739,0.93327,0.79880,0.86082,64.50980,0.01938,0.01416,0.00522
169,0.97241,0.91990,0.48263,0.74115,0.58458,0.31477,0.61648,0.93319,0.79967,0.86129,64.70588,0.01924,0.01404,0.00520
170,0.97249,0.91981,0.48263,0.74194,0.58483,0.31548,0.61618,0.93320,0.80042,0.86173,65.09804,0.01918,0.01400,0.00518
171,0.97258,0.91962,0.48233,0.74286,0.58490,0.31608,0.61550,0.93315,0.80120,0.86216,64.90196,0.01906,0.01389,0.00517
172,0.97266,0.91958,0.48246,0.74358,0.58522,0.31663,0.61511,0.93314,0.80183,0.86251,64.70588,0.01907,0.01391,0.00515
173,0.97273,0.91947,0.48237,0.74437,0.58539,0.31724,0.61466,0.93312,0.80253,0.86291,65.29412,0.01888,0.01374,0.00514
174,0.97281,0.91938,0.48237,0.74512,0.58562,0.31779,0.61411,0.93308,0.80320,0.86329,64.11765,0.01922,0.01411,0.00512
175,0.97290,0.91914,0.48191,0.74605,0.58557,0.31840,0.61336,0.93302,0.80400,0.86372,64.11765,0.01879,0.01368,0.00510
176,0.97297,0.91908,0.48196,0.74676,0.58583,0.31904,0.61309,0.93303,0.80466,0.86410,63.13725,0.01874,0.01365,0.00509
177,0.97305,0.91893,0.48177,0.74756,0.58593,0.31966,0.61261,0.93301,0.80537,0.86450,65.29412,0.01912,0.01405,0.00507
178,0.97312,0.91884,0.48175,0.74829,0.58614,0.32021,0.61209,0.93297,0.80603,0.86487,65.09804,0.01871,0.01365,0.00506
179,0.97320,0.91873,0.48164,0.74904,0.58629,0.32085,0.61172,0.93297,0.80671,0.86526,65.29412,0.01866,0.01362,0.00504
180,0.97327,0.91861,0.48152,0.74978,0.58643,0.32149,0.61126,0.93295,0.80742,0.86566,65.88235,0.01874,0.01371,0.00503
181,0.97335,0.91844,0.48127,0.75056,0.58648,0.32209,0.61070,0.93291,0.80813,0.86605,65.68627,0.01882,0.01381,0.00501
182,0.97342,0.91836,0.48125,0.75123,0.58667,0.32264,0.61025,0.93289,0.80875,0.86639,64.70588,0.01881,0.01381,0.00500
183,0.97349,0.91828,0.48122,0.75191,0.58686,0.32322,0.60975,0.93286,0.80941,0.86676,63.72549,0.01872,0.01373,0.00499
184,0.97356,0.91816,0.48110,0.75263,0.58699,0.32375,0.60916,0.93282,0.81006,0.86712,64.70588,0.01876,0.01379,0.00497
185,0.97363,0.91800,0.48085,0.75339,0.58703,0.32434,0.60852,0.93277,0.81077,0.86750,64.50980,0.01880,0.01385,0.00495
186,0.97369,0.91795,0.48092,0.75400,0.58727,0.32491,0.60819,0.93276,0.81136,0.86783,64.11765,0.01859,0.01365,0.00494
187,0.97377,0.91778,0.48064,0.75477,0.58729,0.32540,0.60751,0.93270,0.81199,0.86817,64.70588,0.01852,0.01359,0.00492
188,0.97384,0.91768,0.48055,0.75544,0.58743,0.32599,0.60724,0.93270,0.81258,0.86851,65.49020,0.01854,0.01363,0.00491
189,0.97390,0.91761,0.48056,0.75607,0.58763,0.32656,0.60683,0.93268,0.81319,0.86885,65.29412,0.01874,0.01385,0.00490
190,0.97397,0.91746,0.48034,0.75678,0.58767,0.32713,0.60632,0.93265,0.81383,0.86920,64.50980,0.01857,0.01369,0.00489
191,0.97403,0.91739,0.48035,0.75742,0.58787,0.32762,0.60586,0.93262,0.81439,0.86950,64.31373,0.01854,0.01367,0.00487
