epoch,pr0,rc0,pr1,rc1,f1,pr0_graph,rc0_graph,pr1_graph,rc1_graph,f1_graph,success_rate,total_loss,loss_n,reg_loss
63,0.96915,0.89475,0.40776,0.71787,0.52010,0.28905,0.48309,0.91427,0.82267,0.86605,62.54902,0.03000,0.01689,0.01310
64,0.96926,0.89527,0.40928,0.71877,0.52157,0.29012,0.48467,0.91454,0.82302,0.86637,62.74510,0.02966,0.01672,0.01294
65,0.96939,0.89580,0.41082,0.71974,0.52308,0.29113,0.48634,0.91482,0.82327,0.86663,62.94118,0.02946,0.01667,0.01279
66,0.96950,0.89631,0.41229,0.72063,0.52450,0.29219,0.48782,0.91508,0.82364,0.86695,61.76471,0.02926,0.01663,0.01264
67,0.96960,0.89680,0.41372,0.72147,0.52588,0.29329,0.48953,0.91537,0.82395,0.86726,62.15686,0.02908,0.01659,0.01249
68,0.96971,0.89727,0.41511,0.72235,0.52724,0.29452,0.49106,0.91564,0.82445,0.86766,63.33333,0.02904,0.01670,0.01234
69,0.96982,0.89771,0.41644,0.72323,0.52855,0.29557,0.49255,0.91590,0.82480,0.86797,62.35294,0.02875,0.01655,0.01219
70,0.96992,0.89813,0.41772,0.72407,0.52980,0.29645,0.49372,0.91611,0.82513,0.86824,61.96078,0.02855,0.01650,0.01205
71,0.97003,0.89852,0.41896,0.72499,0.53104,0.29752,0.49473,0.91631,0.82566,0.86863,62.15686,0.02839,0.01648,0.01191
72,0.97014,0.89892,0.42020,0.72584,0.53226,0.29847,0.49584,0.91652,0.82607,0.86895,61.37255,0.02825,0.01647,0.01178
73,0.97023,0.89932,0.42141,0.72660,0.53344,0.29940,0.49680,0.91670,0.82650,0.86927,63.52941,0.02811,0.01646,0.01164
74,0.97034,0.89969,0.42260,0.72747,0.53462,0.30040,0.49798,0.91692,0.82692,0.86960,61.96078,0.02784,0.01632,0.01151
75,0.97046,0.89996,0.42360,0.72852,0.53571,0.30152,0.49875,0.91710,0.82757,0.87003,61.96078,0.02769,0.01630,0.01138
76,0.97056,0.90027,0.42466,0.72944,0.53681,0.30247,0.49963,0.91727,0.82803,0.87037,62.35294,0.02746,0.01620,0.01126
77,0.97067,0.90058,0.42573,0.73037,0.53792,0.30351,0.50073,0.91748,0.82851,0.87073,63.33333,0.02733,0.01620,0.01114
78,0.97079,0.90081,0.42663,0.73139,0.53891,0.30462,0.50132,0.91763,0.82920,0.87118,62.54902,0.02716,0.01615,0.01101
79,0.97090,0.90106,0.42758,0.73241,0.53994,0.30577,0.50225,0.91783,0.82981,0.87160,62.94118,0.02703,0.01614,0.01090
80,0.97102,0.90129,0.42850,0.73345,0.54096,0.30701,0.50316,0.91803,0.83049,0.87207,62.94118,0.02683,0.01605,0.01078
81,0.97114,0.90146,0.42926,0.73448,0.54185,0.30819,0.50393,0.91821,0.83117,0.87252,61.96078,0.02671,0.01604,0.01067
82,0.97126,0.90160,0.42998,0.73562,0.54273,0.30924,0.50423,0.91832,0.83190,0.87297,62.54902,0.02641,0.01586,0.01055
83,0.97138,0.90173,0.43066,0.73673,0.54358,0.31044,0.50497,0.91849,0.83259,0.87344,63.52941,0.02627,0.01582,0.01044
84,0.97150,0.90187,0.43136,0.73778,0.54441,0.31152,0.50535,0.91861,0.83331,0.87388,62.94118,0.02624,0.01590,0.01033
85,0.97161,0.90202,0.43208,0.73879,0.54526,0.31261,0.50584,0.91875,0.83399,0.87432,63.13725,0.02609,0.01587,0.01022
86,0.97174,0.90208,0.43261,0.73997,0.54601,0.31359,0.50577,0.91881,0.83476,0.87477,63.52941,0.02587,0.01575,0.01012
87,0.97186,0.90216,0.43317,0.74106,0.54675,0.31452,0.50592,0.91889,0.83543,0.87517,62.94118,0.02574,0.01573,0.01002
88,0.97196,0.90231,0.43384,0.74200,0.54754,0.31554,0.50618,0.91899,0.83612,0.87560,64.31373,0.02550,0.01558,0.00992
89,0.97208,0.90236,0.43435,0.74312,0.54825,0.31664,0.50653,0.91911,0.83684,0.87604,64.11765,0.02557,0.01575,0.00981
90,0.97220,0.90244,0.43490,0.74419,0.54898,0.31762,0.50656,0.91918,0.83757,0.87647,64.50980,0.02535,0.01563,0.00972
91,0.97231,0.90248,0.43535,0.74529,0.54964,0.31861,0.50659,0.91924,0.83829,0.87690,64.50980,0.02518,0.01556,0.00962
92,0.97243,0.90252,0.43581,0.74638,0.55030,0.31984,0.50693,0.91937,0.83910,0.87740,64.70588,0.02495,0.01542,0.00953
93,0.97255,0.90253,0.43619,0.74746,0.55090,0.32083,0.50695,0.91943,0.83982,0.87783,62.94118,0.02501,0.01557,0.00943
94,0.97266,0.90251,0.43649,0.74856,0.55144,0.32187,0.50698,0.91950,0.84058,0.87827,63.33333,0.02481,0.01547,0.00934
95,0.97278,0.90246,0.43672,0.74967,0.55192,0.32281,0.50671,0.91953,0.84135,0.87870,63.13725,0.02478,0.01552,0.00925
96,0.97289,0.90240,0.43693,0.75078,0.55239,0.32382,0.50654,0.91957,0.84213,0.87915,64.31373,0.02461,0.01545,0.00916
97,0.97301,0.90237,0.43721,0.75183,0.55290,0.32493,0.50677,0.91967,0.84285,0.87959,63.13725,0.02449,0.01541,0.00908
98,0.97312,0.90229,0.43735,0.75293,0.55330,0.32586,0.50651,0.91970,0.84360,0.88001,64.31373,0.02418,0.01519,0.00899
99,0.97323,0.90224,0.43758,0.75397,0.55377,0.32687,0.50635,0.91974,0.84436,0.88044,64.11765,0.02416,0.01525,0.00891
100,0.97334,0.90222,0.43784,0.75498,0.55425,0.32791,0.50647,0.91982,0.84506,0.88085,63.92157,0.02413,0.01530,0.00883
101,0.97344,0.90223,0.43817,0.75593,0.55477,0.32893,0.50650,0.91988,0.84576,0.88127,63.33333,0.02396,0.01521,0.00875
102,0.97355,0.90212,0.43824,0.75701,0.55512,0.32980,0.50607,0.91988,0.84650,0.88167,62.74510,0.02385,0.01518,0.00867
103,0.97366,0.90203,0.43837,0.75808,0.55551,0.33075,0.50583,0.91991,0.84723,0.88208,62.54902,0.02373,0.01514,0.00859
104,0.97376,0.90196,0.43851,0.75908,0.55589,0.33164,0.50559,0.91994,0.84791,0.88246,63.52941,0.02374,0.01522,0.00852
105,0.97387,0.90188,0.43864,0.76009,0.55627,0.33241,0.50500,0.91991,0.84862,0.88283,62.94118,0.02344,0.01500,0.00844
106,0.97398,0.90177,0.43870,0.76113,0.55659,0.33327,0.50442,0.91989,0.84938,0.88323,63.52941,0.02337,0.01500,0.00837
107,0.97409,0.90164,0.43872,0.76218,0.55689,0.33405,0.50377,0.91985,0.85010,0.88360,62.54902,0.02322,0.01492,0.00830
108,0.97419,0.90152,0.43872,0.76319,0.55716,0.33493,0.50339,0.91986,0.85080,0.88398,63.52941,0.02328,0.01506,0.00823
109,0.97429,0.90141,0.43877,0.76416,0.55746,0.33571,0.50284,0.91984,0.85148,0.88434,62.54902,0.02312,0.01497,0.00816
110,0.97439,0.90136,0.43894,0.76509,0.55784,0.33646,0.50247,0.91983,0.85209,0.88466,63.52941,0.02302,0.01493,0.00809
111,0.97449,0.90129,0.43907,0.76603,0.55820,0.33718,0.50194,0.91981,0.85272,0.88499,64.11765,0.02291,0.01489,0.00802
112,0.97458,0.90117,0.43905,0.76696,0.55843,0.33796,0.50159,0.91981,0.85334,0.88533,64.11765,0.02291,0.01496,0.00795
113,0.97467,0.90107,0.43911,0.76786,0.55871,0.33891,0.50141,0.91984,0.85401,0.88570,63.72549,0.02279,0.01490,0.00789
114,0.97477,0.90094,0.43908,0.76879,0.55893,0.33975,0.50107,0.91985,0.85466,0.88605,63.92157,0.02262,0.01480,0.00782
115,0.97486,0.90083,0.43906,0.76966,0.55915,0.34048,0.50057,0.91983,0.85527,0.88637,62.94118,0.02258,0.01482,0.00776
116,0.97495,0.90069,0.43900,0.77054,0.55933,0.34119,0.50008,0.91981,0.85587,0.88669,64.11765,0.02244,0.01474,0.00770
117,0.97504,0.90057,0.43897,0.77139,0.55953,0.34197,0.49976,0.91981,0.85646,0.88700,64.11765,0.02243,0.01479,0.00764
118,0.97512,0.90052,0.43910,0.77223,0.55986,0.34284,0.49984,0.91987,0.85699,0.88732,64.31373,0.02216,0.01458,0.00758
119,0.97520,0.90048,0.43926,0.77298,0.56018,0.34364,0.49976,0.91990,0.85752,0.88761,63.92157,0.02209,0.01457,0.00752
120,0.97529,0.90045,0.43943,0.77375,0.56052,0.34437,0.49969,0.91993,0.85800,0.88788,62.94118,0.02203,0.01457,0.00746
121,0.97537,0.90036,0.43945,0.77456,0.56075,0.34518,0.49961,0.91996,0.85853,0.88818,64.50980,0.02192,0.01451,0.00741
122,0.97546,0.90021,0.43936,0.77542,0.56090,0.34593,0.49938,0.91998,0.85906,0.88848,63.92157,0.02176,0.01441,0.00735
123,0.97554,0.90015,0.43944,0.77619,0.56118,0.34669,0.49916,0.91999,0.85960,0.88877,64.31373,0.02177,0.01447,0.00730
124,0.97562,0.90004,0.43944,0.77700,0.56138,0.34751,0.49909,0.92002,0.86012,0.88907,64.11765,0.02160,0.01436,0.00725
125,0.97570,0.89994,0.43943,0.77777,0.56158,0.34815,0.49880,0.92002,0.86060,0.88932,64.31373,0.02151,0.01432,0.00719
126,0.97577,0.89995,0.43967,0.77844,0.56195,0.34878,0.49866,0.92004,0.86102,0.88955,63.72549,0.02141,0.01427,0.00714
127,0.97585,0.89992,0.43981,0.77914,0.56224,0.34959,0.49860,0.92007,0.86154,0.88984,64.11765,0.02142,0.01433,0.00709
128,0.97592,0.89987,0.43991,0.77981,0.56250,0.35026,0.49853,0.92010,0.86196,0.89008,63.33333,0.02127,0.01423,0.00704
129,0.97599,0.89985,0.44006,0.78045,0.56279,0.35091,0.49854,0.92013,0.86235,0.89030,64.31373,0.02128,0.01428,0.00699
130,0.97606,0.89975,0.44003,0.78115,0.56294,0.35151,0.49834,0.92014,0.86276,0.89053,64.31373,0.02124,0.01430,0.00694
131,0.97612,0.89974,0.44019,0.78177,0.56324,0.35215,0.49828,0.92016,0.86317,0.89075,64.50980,0.02094,0.01405,0.00690
132,0.97620,0.89967,0.44023,0.78246,0.56345,0.35291,0.49815,0.92019,0.86366,0.89103,63.92157,0.02104,0.01419,0.00685
133,0.97627,0.89959,0.44024,0.78313,0.56363,0.35371,0.49802,0.92021,0.86417,0.89131,62.94118,0.02080,0.01400,0.00680
134,0.97633,0.89957,0.44039,0.78373,0.56391,0.35433,0.49797,0.92024,0.86455,0.89152,64.50980,0.02080,0.01404,0.00676
135,0.97640,0.89947,0.44034,0.78436,0.56403,0.35493,0.49777,0.92024,0.86496,0.89174,64.31373,0.02070,0.01399,0.00671
136,0.97646,0.89937,0.44029,0.78503,0.56417,0.35562,0.49744,0.92024,0.86545,0.89200,64.11765,0.02070,0.01404,0.00667
137,0.97654,0.89921,0.44013,0.78575,0.56422,0.35635,0.49719,0.92024,0.86595,0.89227,63.92157,0.02061,0.01398,0.00663
138,0.97661,0.89907,0.44001,0.78643,0.56430,0.35701,0.49714,0.92027,0.86635,0.89249,64.50980,0.02050,0.01392,0.00658
139,0.97668,0.89893,0.43987,0.78712,0.56436,0.35777,0.49703,0.92029,0.86682,0.89275,66.07843,0.02054,0.01400,0.00654
140,0.97675,0.89878,0.43974,0.78783,0.56443,0.35844,0.49678,0.92029,0.86728,0.89300,64.70588,0.02029,0.01379,0.00650
141,0.97682,0.89862,0.43956,0.78852,0.56446,0.35916,0.49660,0.92031,0.86774,0.89325,64.50980,0.02034,0.01388,0.00646
142,0.97689,0.89846,0.43937,0.78918,0.56447,0.35983,0.49623,0.92029,0.86822,0.89350,64.50980,0.02024,0.01382,0.00642
143,0.97695,0.89840,0.43941,0.78978,0.56466,0.36044,0.49593,0.92028,0.86865,0.89372,64.11765,0.02020,0.01382,0.00638
144,0.97701,0.89835,0.43948,0.79038,0.56487,0.36102,0.49563,0.92028,0.86906,0.89393,64.31373,0.02015,0.01380,0.00635
145,0.97708,0.89815,0.43919,0.79106,0.56481,0.36162,0.49527,0.92026,0.86949,0.89416,64.70588,0.02003,0.01372,0.00631
146,0.97715,0.89802,0.43909,0.79173,0.56489,0.36227,0.49492,0.92025,0.86995,0.89439,63.92157,0.01992,0.01365,0.00628
147,0.97722,0.89788,0.43897,0.79238,0.56496,0.36290,0.49450,0.92023,0.87041,0.89463,65.49020,0.01982,0.01358,0.00624
148,0.97728,0.89764,0.43859,0.79307,0.56482,0.36362,0.49422,0.92022,0.87088,0.89488,65.49020,0.01978,0.01357,0.00620
149,0.97735,0.89740,0.43822,0.79373,0.56468,0.36431,0.49395,0.92022,0.87134,0.89512,64.11765,0.01985,0.01368,0.00617
150,0.97741,0.89727,0.43809,0.79436,0.56473,0.36505,0.49367,0.92022,0.87182,0.89537,64.31373,0.01973,0.01359,0.00614
151,0.97747,0.89715,0.43801,0.79496,0.56481,0.36559,0.49340,0.92022,0.87219,0.89556,64.90196,0.01949,0.01339,0.00610
152,0.97753,0.89704,0.43791,0.79554,0.56488,0.36631,0.49332,0.92024,0.87261,0.89579,64.11765,0.01972,0.01365,0.00607
153,0.97760,0.89691,0.43780,0.79617,0.56495,0.36725,0.49349,0.92030,0.87308,0.89607,66.07843,0.01939,0.01335,0.00604
154,0.97766,0.89681,0.43774,0.79676,0.56505,0.36799,0.49347,0.92033,0.87349,0.89630,66.66667,0.01935,0.01334,0.00601
155,0.97772,0.89676,0.43779,0.79728,0.56522,0.36869,0.49351,0.92037,0.87386,0.89651,65.88235,0.01929,0.01331,0.00598
156,0.97777,0.89671,0.43782,0.79781,0.56537,0.36933,0.49337,0.92038,0.87424,0.89672,65.09804,0.01926,0.01331,0.00595
157,0.97783,0.89662,0.43778,0.79835,0.56548,0.36991,0.49318,0.92038,0.87460,0.89691,65.49020,0.01913,0.01320,0.00592
158,0.97788,0.89653,0.43773,0.79891,0.56557,0.37066,0.49316,0.92042,0.87501,0.89714,66.47059,0.01913,0.01323,0.00590
159,0.97794,0.89645,0.43769,0.79943,0.56567,0.37134,0.49303,0.92043,0.87541,0.89735,65.09804,0.01912,0.01326,0.00587
160,0.97800,0.89625,0.43741,0.80000,0.56558,0.37191,0.49272,0.92042,0.87579,0.89755,64.50980,0.01916,0.01332,0.00584
161,0.97805,0.89624,0.43753,0.80050,0.56580,0.37251,0.49253,0.92042,0.87615,0.89774,63.92157,0.01903,0.01321,0.00581
162,0.97810,0.89617,0.43752,0.80102,0.56593,0.37331,0.49252,0.92045,0.87658,0.89798,65.88235,0.01899,0.01321,0.00579
163,0.97815,0.89614,0.43759,0.80150,0.56611,0.37405,0.49262,0.92050,0.87695,0.89819,65.68627,0.01895,0.01319,0.00576
164,0.97821,0.89600,0.43741,0.80202,0.56609,0.37466,0.49243,0.92050,0.87731,0.89839,66.27451,0.01884,0.01310,0.00574
165,0.97826,0.89592,0.43739,0.80252,0.56619,0.37533,0.49231,0.92052,0.87769,0.89859,67.25490,0.01882,0.01311,0.00571
166,0.97831,0.89581,0.43729,0.80305,0.56624,0.37590,0.49207,0.92051,0.87805,0.89878,64.90196,0.01859,0.01291,0.00568
167,0.97837,0.89573,0.43725,0.80355,0.56633,0.37649,0.49184,0.92051,0.87841,0.89897,65.88235,0.01869,0.01303,0.00566
168,0.97842,0.89562,0.43714,0.80405,0.56636,0.37714,0.49166,0.92052,0.87879,0.89917,66.27451,0.01860,0.01297,0.00563
169,0.97847,0.89546,0.43692,0.80458,0.56631,0.37771,0.49127,0.92049,0.87918,0.89936,67.45098,0.01849,0.01288,0.00561
170,0.97852,0.89531,0.43672,0.80509,0.56627,0.37828,0.49088,0.92047,0.87957,0.89955,66.47059,0.01834,0.01275,0.00558
171,0.97857,0.89517,0.43655,0.80559,0.56625,0.37888,0.49054,0.92045,0.87996,0.89975,65.68627,0.01857,0.01301,0.00556
172,0.97862,0.89501,0.43633,0.80606,0.56618,0.37952,0.49033,0.92045,0.88033,0.89995,66.47059,0.01845,0.01291,0.00554
173,0.97867,0.89483,0.43605,0.80655,0.56606,0.38009,0.48995,0.92043,0.88071,0.90013,65.88235,0.01850,0.01298,0.00552
174,0.97872,0.89470,0.43588,0.80702,0.56604,0.38066,0.48963,0.92041,0.88108,0.90032,64.90196,0.01835,0.01286,0.00549
175,0.97876,0.89465,0.43589,0.80746,0.56615,0.38136,0.48974,0.92046,0.88141,0.90051,68.43137,0.01825,0.01278,0.00547
176,0.97881,0.89454,0.43577,0.80790,0.56616,0.38189,0.48948,0.92045,0.88174,0.90068,65.88235,0.01839,0.01295,0.00545
177,0.97886,0.89444,0.43569,0.80836,0.56620,0.38250,0.48916,0.92043,0.88212,0.90087,66.66667,0.01816,0.01273,0.00542
178,0.97890,0.89436,0.43563,0.80880,0.56626,0.38309,0.48912,0.92045,0.88242,0.90104,66.86275,0.01816,0.01275,0.00540
179,0.97895,0.89423,0.43546,0.80923,0.56622,0.38359,0.48886,0.92044,0.88273,0.90119,65.88235,0.01821,0.01283,0.00538
180,0.97899,0.89409,0.43528,0.80971,0.56619,0.38421,0.48877,0.92045,0.88306,0.90137,67.64706,0.01801,0.01265,0.00536
181,0.97904,0.89397,0.43512,0.81012,0.56616,0.38484,0.48878,0.92048,0.88337,0.90154,66.86275,0.01791,0.01256,0.00534
182,0.97908,0.89392,0.43513,0.81054,0.56627,0.38549,0.48863,0.92049,0.88372,0.90173,67.25490,0.01802,0.01270,0.00533
183,0.97912,0.89386,0.43512,0.81094,0.56636,0.38616,0.48864,0.92052,0.88405,0.90192,66.47059,0.01822,0.01291,0.00531
184,0.97917,0.89362,0.43471,0.81141,0.56612,0.38665,0.48835,0.92050,0.88436,0.90207,66.47059,0.01842,0.01313,0.00530
185,0.97920,0.89367,0.43490,0.81172,0.56636,0.38732,0.48841,0.92054,0.88467,0.90225,65.09804,0.01836,0.01308,0.00528
186,0.97924,0.89366,0.43499,0.81212,0.56654,0.38788,0.48847,0.92057,0.88493,0.90239,67.64706,0.01798,0.01271,0.00526
187,0.97928,0.89371,0.43522,0.81246,0.56681,0.38835,0.48843,0.92058,0.88516,0.90252,67.25490,0.01791,0.01267,0.00524
188,0.97933,0.89367,0.43525,0.81287,0.56693,0.38896,0.48835,0.92059,0.88548,0.90270,66.66667,0.01794,0.01272,0.00523
189,0.97937,0.89366,0.43535,0.81324,0.56711,0.38950,0.48826,0.92060,0.88576,0.90285,66.47059,0.01778,0.01257,0.00521
190,0.97940,0.89371,0.43557,0.81357,0.56737,0.39001,0.48817,0.92061,0.88603,0.90299,65.29412,0.01803,0.01284,0.00519
191,0.97943,0.89381,0.43587,0.81383,0.56770,0.39040,0.48843,0.92066,0.88615,0.90308,66.47059,0.01808,0.01291,0.00517
